no;season;month;date;time;icao;wind_kt;wind_kt_10;gust;vis_m;vis_m_5000;sigwx_1;sigwx_2;sigwx;sigwx_ket;cb_flag
58186;Hujan;Feb;13/02/2024;18.00;Kualanamu (WIMM);4;;FALSE;2500;2500;HZ;;HZ;Haze;
58187;Hujan;Feb;13/02/2024;18.30;Kualanamu (WIMM);4;;FALSE;3000;3000;HZ;;HZ;Haze;
58188;Hujan;Feb;13/02/2024;19.00;Kualanamu (WIMM);4;;FALSE;3000;3000;HZ;;HZ;Haze;
58189;Hujan;Feb;13/02/2024;19.30;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
58190;Hujan;Feb;13/02/2024;20.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58191;Hujan;Feb;13/02/2024;20.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58192;Hujan;Feb;13/02/2024;21.00;Kualanamu (WIMM);;;FALSE;4000;4000;HZ;;HZ;Haze;
58193;Hujan;Feb;13/02/2024;21.30;Kualanamu (WIMM);5;;FALSE;4000;4000;HZ;;HZ;Haze;
58194;Hujan;Feb;13/02/2024;22.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
58196;Hujan;Feb;13/02/2024;22.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
58197;Hujan;Feb;13/02/2024;23.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
58198;Hujan;Feb;13/02/2024;23.30;Kualanamu (WIMM);5;;FALSE;4000;4000;HZ;;HZ;Haze;
58219;Peralihan 1;Mar;13/03/2024;00.00;Kualanamu (WIMM);2;;FALSE;1200;1200;BR;;BR;Mist;
58220;Peralihan 1;Mar;13/03/2024;00.30;Kualanamu (WIMM);2;;FALSE;1500;1500;BR;;BR;Mist;
58221;Peralihan 1;Mar;13/03/2024;01.00;Kualanamu (WIMM);2;;FALSE;2500;2500;HZ;;HZ;Haze;
58223;Peralihan 1;Mar;13/03/2024;01.30;Kualanamu (WIMM);6;;FALSE;4000;4000;HZ;;HZ;Haze;
58230;Peralihan 1;Mar;13/03/2024;02.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
58233;Peralihan 1;Mar;13/03/2024;12.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
58235;Peralihan 1;Mar;13/03/2024;13.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
58237;Peralihan 1;Mar;13/03/2024;13.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
58239;Peralihan 1;Mar;13/03/2024;14.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58241;Peralihan 1;Mar;13/03/2024;14.30;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
58242;Peralihan 1;Mar;13/03/2024;15.00;Kualanamu (WIMM);4;;FALSE;3000;3000;BR;;BR;Mist;
58243;Peralihan 1;Mar;13/03/2024;15.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
58269;Peralihan 1;Mar;13/03/2024;16.00;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
58270;Peralihan 1;Mar;13/03/2024;16.30;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
58271;Peralihan 1;Mar;13/03/2024;17.00;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
58272;Peralihan 1;Mar;13/03/2024;18.00;Kualanamu (WIMM);5;;FALSE;2000;2000;BR;;BR;Mist;
58326;Peralihan 1;Mar;13/03/2024;19.00;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
58327;Peralihan 1;Mar;13/03/2024;19.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
58328;Peralihan 1;Mar;13/03/2024;20.30;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
58329;Peralihan 1;Mar;13/03/2024;21.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
58330;Peralihan 1;Mar;13/03/2024;21.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
58331;Peralihan 1;Mar;13/03/2024;22.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
58332;Peralihan 1;Mar;13/03/2024;22.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
58333;Peralihan 1;Mar;13/03/2024;23.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
58334;Peralihan 1;Mar;13/03/2024;23.30;Kualanamu (WIMM);;;FALSE;1000;1000;BR;;BR;Mist;
58335;Peralihan 1;Apr;13/04/2024;19.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
58336;Peralihan 1;Apr;13/04/2024;20.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
58337;Peralihan 1;Apr;13/04/2024;20.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
58342;Peralihan 1;Apr;13/04/2024;21.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
58343;Peralihan 1;Apr;13/04/2024;21.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
58381;Peralihan 1;Apr;13/04/2024;22.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
58382;Peralihan 1;Apr;13/04/2024;22.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
58384;Peralihan 1;Apr;13/04/2024;23.00;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
58386;Peralihan 1;Apr;13/04/2024;23.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58412;Peralihan 1;Mei;13/05/2024;00.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
58413;Peralihan 1;Mei;13/05/2024;00.30;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
58414;Peralihan 1;Mei;13/05/2024;01.00;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
58415;Peralihan 1;Mei;13/05/2024;01.30;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
58416;Peralihan 1;Mei;13/05/2024;02.00;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
58417;Peralihan 1;Mei;13/05/2024;03.00;Kualanamu (WIMM);4;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;
58418;Peralihan 1;Mei;13/05/2024;03.30;Kualanamu (WIMM);4;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;
58419;Peralihan 1;Mei;13/05/2024;04.00;Kualanamu (WIMM);10;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;
58420;Peralihan 1;Mei;13/05/2024;04.30;Kualanamu (WIMM);8;;FALSE;3000;3000;-TSRA;BR;-TSRA BR;Light Thunderstorm Rain Mist;
58421;Peralihan 1;Mei;13/05/2024;05.00;Kualanamu (WIMM);5;;FALSE;8000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
58422;Peralihan 1;Mei;13/05/2024;14.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
58423;Peralihan 1;Mei;13/05/2024;14.30;Kualanamu (WIMM);4;;FALSE;5000;;BR;;BR;Mist;
58424;Peralihan 1;Mei;13/05/2024;15.00;Kualanamu (WIMM);4;;FALSE;4000;4000;BR;;BR;Mist;
58425;Peralihan 1;Mei;13/05/2024;15.30;Kualanamu (WIMM);;;FALSE;3500;3500;BR;;BR;Mist;
58426;Peralihan 1;Mei;13/05/2024;16.00;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
58427;Peralihan 1;Mei;13/05/2024;16.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
58429;Peralihan 1;Mei;13/05/2024;17.00;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
58430;Peralihan 1;Mei;13/05/2024;17.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
58431;Peralihan 1;Mei;13/05/2024;18.00;Kualanamu (WIMM);;;FALSE;1200;1200;BR;;BR;Mist;
58433;Peralihan 1;Mei;13/05/2024;18.30;Kualanamu (WIMM);2;;FALSE;800;800;FG;;FG;Fog;
58434;Peralihan 1;Mei;13/05/2024;19.00;Kualanamu (WIMM);2;;FALSE;1100;1100;BR;;BR;Mist;
58435;Peralihan 1;Mei;13/05/2024;19.30;Kualanamu (WIMM);2;;FALSE;1200;1200;BR;;BR;Mist;
58436;Peralihan 1;Mei;13/05/2024;20.00;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
58437;Peralihan 1;Mei;13/05/2024;20.30;Kualanamu (WIMM);2;;FALSE;1200;1200;BR;;BR;Mist;
58438;Peralihan 1;Mei;13/05/2024;21.00;Kualanamu (WIMM);2;;FALSE;700;700;FG;;FG;Fog;
58439;Peralihan 1;Mei;13/05/2024;21.30;Kualanamu (WIMM);;;FALSE;400;400;FG;;FG;Fog;
58440;Peralihan 1;Mei;13/05/2024;22.00;Kualanamu (WIMM);2;;FALSE;150;150;FG;;FG;Fog;
58459;Peralihan 1;Mei;13/05/2024;22.30;Kualanamu (WIMM);2;;FALSE;150;150;FG;;FG;Fog;
58460;Peralihan 1;Mei;13/05/2024;23.00;Kualanamu (WIMM);2;;FALSE;400;400;FG;;FG;Fog;
58461;Peralihan 1;Mei;13/05/2024;23.30;Kualanamu (WIMM);2;;FALSE;300;300;FG;;FG;Fog;
58462;Kemarau;Jun;13/06/2024;00.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
58463;Kemarau;Jun;13/06/2024;18.30;Kualanamu (WIMM);3;;FALSE;4500;4500;BR;;BR;Mist;
58464;Kemarau;Jun;13/06/2024;19.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
58465;Kemarau;Jul;13/07/2024;00.00;Kualanamu (WIMM);3;;FALSE;4500;4500;BR;;BR;Mist;
58466;Kemarau;Jul;13/07/2024;00.30;Kualanamu (WIMM);5;;FALSE;4500;4500;BR;;BR;Mist;
58467;Kemarau;Jul;13/07/2024;16.00;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
58468;Kemarau;Jul;13/07/2024;16.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
58469;Kemarau;Jul;13/07/2024;17.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
58470;Kemarau;Jul;13/07/2024;17.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58471;Kemarau;Jul;13/07/2024;18.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58472;Kemarau;Jul;13/07/2024;18.30;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
58473;Kemarau;Jul;13/07/2024;19.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
58474;Kemarau;Jul;13/07/2024;19.30;Kualanamu (WIMM);4;;FALSE;3000;3000;BR;;BR;Mist;
58475;Kemarau;Jul;13/07/2024;20.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
58476;Kemarau;Jul;13/07/2024;20.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
58477;Kemarau;Jul;13/07/2024;21.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
58478;Kemarau;Jul;13/07/2024;21.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
58479;Kemarau;Jul;13/07/2024;22.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
58480;Kemarau;Jul;13/07/2024;22.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
58481;Kemarau;Jul;13/07/2024;23.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
58482;Kemarau;Jul;13/07/2024;23.30;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
58483;Kemarau;Agu;13/08/2024;00.00;Kualanamu (WIMM);5;;FALSE;2500;2500;BR;;BR;Mist;
58503;Kemarau;Agu;13/08/2024;00.30;Kualanamu (WIMM);6;;FALSE;2000;2000;TS;BR;TS BR;Thunderstorm Mist;
58504;Kemarau;Agu;13/08/2024;01.00;Kualanamu (WIMM);4;;FALSE;2000;2000;TS;BR;TS BR;Thunderstorm Mist;
58506;Kemarau;Agu;13/08/2024;01.30;Kualanamu (WIMM);6;;FALSE;3000;3000;BR;;BR;Mist;
58508;Kemarau;Agu;13/08/2024;02.00;Kualanamu (WIMM);4;;FALSE;3000;3000;BR;;BR;Mist;
58509;Kemarau;Agu;13/08/2024;02.30;Kualanamu (WIMM);7;;FALSE;2500;2500;TS;BR;TS BR;Thunderstorm Mist;
